src,dst,resource,value,weight
AUS,UKR,Agricultural products,200.219,33.872
AUS,UKR,Fossil fuels,27554.37,313861.119
AUS,UKR,Metals and minerals,4978.998,50396.314
AUS,UKR,Pearls and gemstones,18.471,0.001
AUS,MKD,Agricultural products,1081.701,632.021
AUS,MKD,Forestry products,10.852,13.98
AUS,MKD,Metals and minerals,46.301,58.805
AUS,EGY,Agricultural products,188123.9915829,376399.60634237
AUS,EGY,Fertilizers,216.031,98.293
AUS,EGY,Forestry products,82.211,151.447
AUS,EGY,Fossil fuels,58718.012,256529.74
AUS,EGY,Metals and minerals,3937.211252,2082.520914
AUS,GBR,Agricultural products,167284.52127491,67588.10695729
AUS,GBR,Fertilizers,556.181945,139.6298647
AUS,GBR,Forestry products,1659.17726418,2326.20445588
AUS,GBR,Fossil fuels,118556.493568,1132058.5918849
AUS,GBR,Metals and minerals,509094.94814894,294409.59390244
AUS,GBR,Pearls and gemstones,233895.0474977,3.30208579
AUS,TZA,Agricultural products,2428.56245464,973.07657327
AUS,TZA,Forestry products,2414.236,242.427
AUS,TZA,Fossil fuels,217.573,119.739
AUS,TZA,Metals and minerals,3032.46439739,1516.47730471
AUS,USA,Agricultural products,2603352.8816871,743716.42393128
AUS,USA,Fertilizers,8534.0159097,8956.300941
AUS,USA,Forestry products,4161.94605595,6599.36504014
AUS,USA,Fossil fuels,124197.204201,821772.9630278
AUS,USA,Metals and minerals,833766.3114666,949243.43457917
AUS,USA,Pearls and gemstones,130896.992,39.093
AUS,BFA,Agricultural products,83.264,13.07
AUS,BFA,Fossil fuels,195.273,127.014
AUS,BFA,Metals and minerals,145.5686703,8.65526204
AUS,URY,Agricultural products,2570.7182548,668.09380164
AUS,URY,Metals and minerals,813.989281,1395.292613
AUS,UZB,Metals and minerals,11.462,26.94
AUS,VEN,Metals and minerals,3.924,0.144
AUS,WLF,Agricultural products,146.404,156.149
AUS,WSM,Agricultural products,13125.15447626,10619.09458565
AUS,WSM,Fertilizers,1.248,0.78
AUS,WSM,Forestry products,312.4074878,598.66598
AUS,WSM,Fossil fuels,1352.137189,1269.592761
AUS,WSM,Metals and minerals,239.82248734,146.82971997
AUS,YEM,Agricultural products,188565.385,797283.297
AUS,ZMB,Agricultural products,4.055,0.028
AUS,ZMB,Fertilizers,28.434,2.205
AUS,ZMB,Metals and minerals,7.44,0.237
AUT,AFG,Agricultural products,119.667,44.489
AUT,ALB,Agricultural products,1677.176,504.432
AUT,ALB,Fertilizers,148.183,323
AUT,ALB,Fossil fuels,104.584,38.349
AUT,ALB,Metals and minerals,22.618,1.779
AUT,DZA,Agricultural products,5718.514,3555.115
AUT,DZA,Fossil fuels,33.787,2.254
AUT,DZA,Metals and minerals,3237.055,932.934
AUT,ATG,Agricultural products,8.017,1.328
AUT,AZE,Agricultural products,14401.223,5087.358
AUT,AZE,Forestry products,387.433,300.705
AUT,AZE,Fossil fuels,0.045,0.031
AUT,AZE,Metals and minerals,311.862,116.093
AUT,ARG,Agricultural products,166.862,22.879
AUT,ARG,Fertilizers,21.073,40
AUT,ARG,Forestry products,1603.039,1663.048
AUT,ARG,Fossil fuels,7.354,0.34
AUT,ARG,Metals and minerals,4470.448,994.202
AUT,ARG,Pearls and gemstones,NA,NA
AUT,AUS,Agricultural products,106543.257,21161.934
AUT,AUS,Fertilizers,47.527,5.729
AUT,AUS,Forestry products,8378.209,16262.295
AUT,AUS,Fossil fuels,128.569,34.755
AUT,AUS,Metals and minerals,5661.895,2167.775
AUT,AUS,Pearls and gemstones,58.997,0.101
AUT,BHR,Agricultural products,337.632,47.086
AUT,BHR,Forestry products,8639.536,19355.066
AUT,BHR,Fossil fuels,5.417,0.1
AUT,BHR,Metals and minerals,1029.98,120.906
AUT,ARM,Agricultural products,907.121,327.029
AUT,ARM,Forestry products,511.209,82.777
AUT,ARM,Fossil fuels,19.473,26.655
AUT,ARM,Metals and minerals,115.683,40.203
AUT,ARM,Pearls and gemstones,25.782,0.002
AUT,BRB,Agricultural products,0.177,0.002
AUT,BRB,Metals and minerals,0.042,0.036
AUT,BEL,Agricultural products,54138.496,35256.322
AUT,BEL,Fertilizers,5230.778,9715.477
AUT,BEL,Forestry products,26890.798,43161.427
AUT,BEL,Fossil fuels,4661.993,3162.673
AUT,BEL,Metals and minerals,193296.328,247053.983
AUT,BEL,Pearls and gemstones,75.525,0.005
AUT,BOL,Agricultural products,47.051,2.813
AUT,BOL,Forestry products,19.585,19.423
AUT,BOL,Fossil fuels,3.929,1.315
AUT,BOL,Metals and minerals,24.329,3.982
AUT,BOL,Pearls and gemstones,49.79,0.149
AUT,BIH,Agricultural products,28228.408,17770.661
AUT,BIH,Fertilizers,2366.665,8667.387
AUT,BIH,Forestry products,10320.918,17277.163
AUT,BIH,Fossil fuels,4623.487,5751.196
AUT,BIH,Metals and minerals,23559.218,18239.339
AUT,BIH,Pearls and gemstones,0.101,0.001
AUT,BRA,Agricultural products,1342.56,694.958
AUT,BRA,Fertilizers,8.028,0.651
AUT,BRA,Forestry products,751.324,1112.621
AUT,BRA,Fossil fuels,28.641,1.599
AUT,BRA,Metals and minerals,33402.477,11769.599
AUT,BRA,Pearls and gemstones,268.396,1.031
AUT,BLZ,Agricultural products,3032.041,1341.895
AUT,BGR,Agricultural products,29215.696,40373.616
AUT,BGR,Fertilizers,12425.22,53553.657
AUT,BGR,Forestry products,9741.674,13687.241
AUT,BGR,Fossil fuels,6022.953,16083.721
AUT,BGR,Metals and minerals,24123.087,22782.211
AUT,MMR,Agricultural products,291.154,991.822
AUT,BLR,Agricultural products,432.6,122.502
AUT,BLR,Fertilizers,2.9,3.937
AUT,BLR,Forestry products,1317.1,1364.819
AUT,BLR,Fossil fuels,203.6,109.54
AUT,BLR,Metals and minerals,3709.2,2999.161
AUT,CAN,Agricultural products,5424.981,1541.725
AUT,CAN,Fertilizers,106.104,175.012
AUT,CAN,Forestry products,45588.059,54458.143
AUT,CAN,Fossil fuels,149.267,48.936
AUT,CAN,Metals and minerals,22978.997,13599.718
AUT,CAN,Pearls and gemstones,1.885,0.002
AUT,CPV,Agricultural products,56.52,20.548
AUT,CPV,Forestry products,108.071,118.571
AUT,CPV,Metals and minerals,5.543,0.05
AUT,LKA,Agricultural products,8293.98,3359.086
AUT,LKA,Forestry products,30.811,36.68
AUT,LKA,Metals and minerals,115.445,145.12
AUT,CHL,Agricultural products,249.711,59.032
AUT,CHL,Forestry products,646.586,671.124
AUT,CHL,Fossil fuels,55.717,4.043
AUT,CHL,Metals and minerals,2139.552,997.431
AUT,CHL,Pearls and gemstones,1.228,0.002
AUT,CHN,Agricultural products,41824.859,9386.42
AUT,CHN,Forestry products,173476.681,207854.54
AUT,CHN,Fossil fuels,270.931,52.135
AUT,CHN,Metals and minerals,181401.251,77616.1289999999
AUT,CHN,Pearls and gemstones,6764.332,4.282
AUT,COL,Agricultural products,85.921,26.778
AUT,COL,Forestry products,2601.566,2472.245
AUT,COL,Fossil fuels,3.743,0.332
AUT,COL,Metals and minerals,1679.038,514.819
AUT,COL,Pearls and gemstones,2.324,0.001
AUT,CRI,Agricultural products,33.818,1.268
AUT,CRI,Forestry products,1574.456,2874.553
AUT,CRI,Fossil fuels,1.114,0.031
AUT,CRI,Metals and minerals,147.384,30.378
AUT,HRV,Agricultural products,306731.757,92367.791
AUT,HRV,Forestry products,75152.528,199576.577
AUT,HRV,Fossil fuels,7097.652,7090.58
AUT,HRV,Metals and minerals,50503.551,86630.296
AUT,CYP,Agricultural products,1928.146,642.985
AUT,CYP,Forestry products,461.702,425.329
AUT,CYP,Metals and minerals,21.629,4.412
AUT,CZE,Agricultural products,105039.299,246239.548
AUT,CZE,Fertilizers,16730.172,87158.356
AUT,CZE,Forestry products,83331.933,317124.865
AUT,CZE,Fossil fuels,185621.691,306932.629
AUT,CZE,Metals and minerals,440054.487,618544.823
AUT,CZE,Pearls and gemstones,3.007,0.15
AUT,BEN,Agricultural products,213.661,701.704
AUT,DNK,Agricultural products,16043.543,7649.453
AUT,DNK,Forestry products,3883.669,6154.573
AUT,DNK,Fossil fuels,202.966,64.717
AUT,DNK,Metals and minerals,58385.974,32343.25
AUT,DNK,Pearls and gemstones,3.95,0.007
AUT,DOM,Agricultural products,1.305,1.473
AUT,DOM,Forestry products,46.472,88.696
AUT,DOM,Fossil fuels,1.526,1.198
AUT,DOM,Metals and minerals,114.231,106.893
AUT,ECU,Agricultural products,28.607,0.867
AUT,ECU,Forestry products,109.917,39.288
AUT,ECU,Fossil fuels,4.196,0.064
AUT,ECU,Metals and minerals,371.138,106.552
AUT,SLV,Agricultural products,1757.705,682.015
AUT,SLV,Forestry products,17.677,13.293
AUT,SLV,Fossil fuels,2.643,0.043
AUT,SLV,Metals and minerals,83.592,11.292
AUT,ETH,Agricultural products,316.4,220.483
AUT,ETH,Forestry products,28400.749,34171.819
AUT,ETH,Fossil fuels,0.052,0.026
AUT,ETH,Metals and minerals,0.8,0.019
AUT,EST,Agricultural products,2974.661,3268.13
AUT,EST,Fertilizers,18.741,68.625
AUT,EST,Forestry products,1985.492,2545.04
AUT,EST,Fossil fuels,65.031,17.204
AUT,EST,Metals and minerals,9719.027,1990.764
AUT,FJI,Agricultural products,4.595,0.16
AUT,FJI,Fossil fuels,0.364,0.252
AUT,FJI,Metals and minerals,0.169,0.401
AUT,FIN,Agricultural products,17402.532,8461.403
AUT,FIN,Fertilizers,76.259,144
AUT,FIN,Forestry products,2751.171,2443.673
AUT,FIN,Fossil fuels,104.754,69.903
AUT,FIN,Metals and minerals,22974.838,9676.666
AUT,FIN,Pearls and gemstones,27.106,0.007
AUT,FRA,Agricultural products,149464.939,107883.738
AUT,FRA,Fertilizers,8239.67,27619.346
AUT,FRA,Forestry products,141734.288,170142.838
AUT,FRA,Fossil fuels,7595.645,22221.266
AUT,FRA,Metals and minerals,466051.514,465436.229
AUT,FRA,Pearls and gemstones,23.889,0.053
AUT,GEO,Agricultural products,807.829,310.21
AUT,GEO,Fertilizers,4.364,5
AUT,GEO,Forestry products,525.409,435.305
AUT,GEO,Fossil fuels,220.608,112.508
AUT,GEO,Metals and minerals,84.598,28.205
AUT,GMB,Agricultural products,1.372,0.448
AUT,GMB,Forestry products,0.06,0.3
AUT,PSE,Agricultural products,1821.335,2197.856
AUT,PSE,Forestry products,33.875,41.342
AUT,DEU,Agricultural products,1764868.462,1775703.054
AUT,DEU,Fertilizers,106457.576,470617.873
AUT,DEU,Forestry products,716535.605,1594072.406
AUT,DEU,Fossil fuels,199122.897,541431.918
AUT,DEU,Metals and minerals,3799005.416,5304566.711
AUT,DEU,Pearls and gemstones,157.44,1.411
AUT,GHA,Agricultural products,109.376,146.398
AUT,GHA,Forestry products,7.965,10.351
AUT,GHA,Fossil fuels,NA,NA
AUT,GHA,Metals and minerals,2.575,0.811
AUT,GRC,Agricultural products,53962.848,53812.156
AUT,GRC,Fertilizers,358.809,873.251
AUT,GRC,Forestry products,11632.658,26106.474
AUT,GRC,Fossil fuels,880.586,279.99
AUT,GRC,Metals and minerals,11315.109,12693.825
AUT,GRC,Pearls and gemstones,43.426,0.053
AUT,GRL,Agricultural products,59.342,10.336
AUT,GRL,Metals and minerals,4.201,0.449
AUT,GTM,Agricultural products,4.255,0.141
AUT,GTM,Fossil fuels,0.468,0.02
AUT,GTM,Metals and minerals,37.57,4.903
AUT,GUY,Agricultural products,0.209,0.007
AUT,HND,Agricultural products,48.702,6.52
AUT,HND,Fossil fuels,26.887,0.559
AUT,HND,Metals and minerals,9.159,1.392
AUT,HKG,Agricultural products,8647.077,3714.314
AUT,HKG,Forestry products,612.495,238.592
AUT,HKG,Fossil fuels,29.011,2.05
AUT,HKG,Metals and minerals,3962.151,269.507
AUT,HKG,Pearls and gemstones,6925.108,3.976
AUT,HUN,Agricultural products,284132.059,344736.092
AUT,HUN,Fertilizers,40699.711,311980.083
AUT,HUN,Forestry products,58562.103,181727.053
AUT,HUN,Fossil fuels,780947.37,2366034.492
AUT,HUN,Metals and minerals,324465.861,676905.718
AUT,HUN,Pearls and gemstones,11.748,0.489
AUT,ISL,Agricultural products,1361.129,940.187
AUT,ISL,Forestry products,1925.024,1158.756
AUT,ISL,Fossil fuels,104.617,196.815
AUT,ISL,Metals and minerals,418.62,466.631
AUT,ISL,Pearls and gemstones,0.698,0.008
AUT,IDN,Agricultural products,2628.913,1094.47
AUT,IDN,Forestry products,36496.985,43992.403
AUT,IDN,Fossil fuels,3.453,0.189
AUT,IDN,Metals and minerals,9675.12,1689.391
AUT,IDN,Pearls and gemstones,222.302,0.416
AUT,IRL,Agricultural products,4971.321,1263.183
AUT,IRL,Forestry products,15201.469,15925.132
AUT,IRL,Fossil fuels,149.581,194.162
AUT,IRL,Metals and minerals,899.154,521.119
AUT,ISR,Agricultural products,19577,34389.125
AUT,ISR,Fertilizers,235,460
AUT,ISR,Forestry products,44502,75679.25
AUT,ISR,Fossil fuels,95,94.959
AUT,ISR,Metals and minerals,20434,93088.038
AUT,ISR,Pearls and gemstones,NA,NA
AUT,ITA,Agricultural products,960739.749,1997390.095
AUT,ITA,Fertilizers,34653.862,120497.887
AUT,ITA,Forestry products,835385.933,2730104.125
AUT,ITA,Fossil fuels,275640.215,1115212.848
AUT,ITA,Metals and minerals,1212459.205,1848412.515
AUT,ITA,Pearls and gemstones,2604.674,0.541
AUT,JAM,Agricultural products,86.381,13.657
AUT,JPN,Agricultural products,72537.537,20663.45
AUT,JPN,Fertilizers,150.385,275
AUT,JPN,Forestry products,178528.272,341109.868
AUT,JPN,Fossil fuels,NA,NA
AUT,JPN,Metals and minerals,27938.547,3614.082
AUT,JPN,Pearls and gemstones,684.294,0.374
AUT,KAZ,Agricultural products,1375.121,1887.392
AUT,KAZ,Forestry products,885.851,666.682
AUT,KAZ,Fossil fuels,200.436,91.683
AUT,KAZ,Metals and minerals,1253.023,447.105
AUT,JOR,Agricultural products,1309.185,1248.982
AUT,JOR,Fertilizers,11.382,25
AUT,JOR,Forestry products,4000.186,6455.929
AUT,JOR,Fossil fuels,5.854,0.496
AUT,JOR,Metals and minerals,32.742,1.818
AUT,KOR,Agricultural products,74296.643,23670.882
AUT,KOR,Fertilizers,132.91,264
AUT,KOR,Forestry products,20523.932,41908.439
AUT,KOR,Fossil fuels,15687.674,225605.805
AUT,KOR,Metals and minerals,41295.282,6791.61
AUT,KOR,Pearls and gemstones,1208.775,0.785
AUT,KWT,Agricultural products,918.586,374.239
AUT,KWT,Forestry products,19248.361,30968.583
AUT,KWT,Fossil fuels,2.411,0.034
AUT,KWT,Metals and minerals,717.558,480.741
AUT,KGZ,Agricultural products,652.635,1002.408
AUT,KGZ,Forestry products,477.881,405.176
AUT,KGZ,Fossil fuels,21,3.723
AUT,KGZ,Metals and minerals,3.463,0.331
AUT,LBN,Agricultural products,2202.433,2126.285
AUT,LBN,Fertilizers,264.257,43.65
AUT,LBN,Forestry products,1899.41,2406.319
AUT,LBN,Fossil fuels,70.737,30.903
AUT,LBN,Metals and minerals,354.449,143.206
AUT,LBN,Pearls and gemstones,118.422,0.053
AUT,LVA,Agricultural products,5014.461,1942.487
AUT,LVA,Fertilizers,314.856,524.378
AUT,LVA,Forestry products,943.297,1111.565
AUT,LVA,Fossil fuels,294.211,160.805
AUT,LVA,Metals and minerals,1074.507,2527.544
AUT,LTU,Agricultural products,8740.487,5163.068
AUT,LTU,Fertilizers,686.817,2126.59
AUT,LTU,Forestry products,8043.794,9888.122
AUT,LTU,Fossil fuels,2051.984,609.327
AUT,LTU,Metals and minerals,3335.485,4032.978
AUT,LTU,Pearls and gemstones,6.095,0.001
AUT,LUX,Agricultural products,3277.881,1700.263
AUT,LUX,Fertilizers,1516.779,5298.609
AUT,LUX,Forestry products,876.275,1695.176
AUT,LUX,Fossil fuels,8.855,0.327
AUT,LUX,Metals and minerals,4077.446,1626.43
AUT,MAC,Agricultural products,90.06,17.104
AUT,MAC,Fossil fuels,0.678,0.012
AUT,MDG,Agricultural products,5.003,2.119
AUT,MDG,Fossil fuels,0.328,0.006
AUT,MDG,Metals and minerals,17.368,10.181
AUT,MYS,Agricultural products,1518.047,1365.764
AUT,MYS,Forestry products,919.795,896.567
AUT,MYS,Fossil fuels,74.587,28.78
AUT,MYS,Metals and minerals,7593.304,2964.449
AUT,MYS,Pearls and gemstones,1.26,0.001
AUT,MDV,Agricultural products,627.17,1550.53
AUT,MDV,Forestry products,265.752,1571.093
AUT,MDV,Fossil fuels,10.479,18.822
AUT,MDV,Metals and minerals,1.448,0.449
AUT,MLI,Agricultural products,68.861,48.923
AUT,MLI,Fossil fuels,23.378,1.812
AUT,MLI,Metals and minerals,85.858,16.779
AUT,MLT,Agricultural products,1059.634,417.091
AUT,MLT,Forestry products,2964.56,4263.768
AUT,MLT,Fossil fuels,2385.49,10120.591
AUT,MLT,Metals and minerals,66.127,62.027
AUT,MLT,Pearls and gemstones,30.782,0.001
AUT,MUS,Agricultural products,37.207,7.27
AUT,MUS,Forestry products,61.288,89.568
AUT,MUS,Metals and minerals,7.184,0.803
AUT,MUS,Pearls and gemstones,NA,NA
AUT,MEX,Agricultural products,11880.402,927.721
AUT,MEX,Fertilizers,95.66,168
AUT,MEX,Forestry products,4767.242,2149.336
AUT,MEX,Fossil fuels,426.177,295.325
AUT,MEX,Metals and minerals,32725.804,16910.759
AUT,MEX,Pearls and gemstones,58.628,0.032
AUT,MNG,Agricultural products,473.016,145.046
AUT,MNG,Forestry products,246.597,249.583
AUT,MNG,Fossil fuels,9.97,0.947
AUT,MNG,Metals and minerals,5.572,0.587
AUT,MDA,Agricultural products,699.66,315.621
AUT,MDA,Fertilizers,47.415,69.3
AUT,MDA,Forestry products,1100.31,1239.27
AUT,MDA,Fossil fuels,114.694,43.969
AUT,MDA,Metals and minerals,34248.785,6503.448
AUT,MNE,Agricultural products,4880.173,2498.547
AUT,MNE,Fertilizers,328.707,1003.409
AUT,MNE,Forestry products,1823.646,1904.502
AUT,MNE,Fossil fuels,1230.41,1179.128
AUT,MNE,Metals and minerals,878.243,919.602
AUT,MAR,Agricultural products,5704.63,2413.397
AUT,MAR,Fertilizers,64.69,126
AUT,MAR,Forestry products,23331.575,65246.217
AUT,MAR,Fossil fuels,64.253,17.968
AUT,MAR,Metals and minerals,2305.383,1587.656
AUT,OMN,Agricultural products,70.338,1.765
AUT,OMN,Fossil fuels,9.966,1.89
AUT,OMN,Metals and minerals,13.859,3.002
AUT,NAM,Agricultural products,10.97,1.353
AUT,NAM,Fossil fuels,0.701,0.016
AUT,NAM,Metals and minerals,4.373,0.584
AUT,NLD,Agricultural products,231057.817,168416.216
AUT,NLD,Fertilizers,3945.005,10833.86
AUT,NLD,Forestry products,31995.308,86054.215
AUT,NLD,Fossil fuels,10795.958,31604.6
AUT,NLD,Metals and minerals,191307.368,287802.304
AUT,NLD,Pearls and gemstones,121.617,0.009
AUT,NZL,Agricultural products,1242.396,168.904
AUT,NZL,Fertilizers,0.135,0.11
AUT,NZL,Forestry products,174.783,129.153
AUT,NZL,Fossil fuels,6.977,1.359
AUT,NZL,Metals and minerals,1614.99,271.173
AUT,NZL,Pearls and gemstones,1.934,0.001
AUT,NER,Agricultural products,30.938,31.021
AUT,NGA,Agricultural products,77.453,36.617
AUT,NGA,Forestry products,589.624,996.999
AUT,NGA,Fossil fuels,0.005,0.004
AUT,NGA,Metals and minerals,93.177,169.53
AUT,NOR,Agricultural products,6454.939,2341.661
AUT,NOR,Fertilizers,41.28,23.763
AUT,NOR,Forestry products,3308.508,2382.573
AUT,NOR,Fossil fuels,52.051,19.548
AUT,NOR,Metals and minerals,23047.7,8233.332
AUT,PAK,Agricultural products,1387.061,733.881
AUT,PAK,Forestry products,6990.117,12255.366
AUT,PAK,Fossil fuels,26746.39,71578.896
AUT,PAK,Metals and minerals,591.992,1116.06
AUT,PRY,Agricultural products,2.772,0.056
AUT,PRY,Forestry products,12.045,0.8
AUT,PRY,Metals and minerals,58.738,1.285
AUT,PER,Agricultural products,300.218,151.57
AUT,PER,Forestry products,1328.029,965.095
AUT,PER,Fossil fuels,51.609,1.357
AUT,PER,Metals and minerals,1012.173,303.753
AUT,PER,Pearls and gemstones,59.378,0.061
AUT,PHL,Agricultural products,1126.634,1488.656
AUT,PHL,Forestry products,382.495,744.219
AUT,PHL,Metals and minerals,54.531,34.299
AUT,POL,Agricultural products,85085.24,68745.281
AUT,POL,Fertilizers,10289.216,28736.773
AUT,POL,Forestry products,52828.705,88765.214
AUT,POL,Fossil fuels,10716.251,17557.046
AUT,POL,Metals and minerals,320668.078,474929.136
AUT,POL,Pearls and gemstones,114.868,0.034
AUT,PRT,Agricultural products,7814.127,6822.269
AUT,PRT,Fertilizers,3.099,1.937
AUT,PRT,Forestry products,7900.413,9941.16
AUT,PRT,Fossil fuels,265.987,62.225
AUT,PRT,Metals and minerals,17943.911,7474.504
AUT,QAT,Agricultural products,460.384,206.627
AUT,QAT,Forestry products,18570.08,37036.386
AUT,QAT,Fossil fuels,12.221,1.428
AUT,QAT,Metals and minerals,1395.463,620.256
AUT,ROU,Agricultural products,85011.177,82387.684
AUT,ROU,Fertilizers,22323.83,94093.877
AUT,ROU,Forestry products,27761.344,40872.996
AUT,ROU,Fossil fuels,19139.283,30222.278
AUT,ROU,Metals and minerals,160872.794,204728.567
AUT,RUS,Agricultural products,23994.17,13503.206
AUT,RUS,Fertilizers,2.3,1
AUT,RUS,Forestry products,4133.631,3938.666
AUT,RUS,Fossil fuels,1105.907,523.091
AUT,RUS,Metals and minerals,44479.632,46046.43
AUT,RUS,Pearls and gemstones,377.605,0.289
AUT,RWA,Metals and minerals,0.091,0.013
AUT,SAU,Agricultural products,21639.492,24866.766
AUT,SAU,Fertilizers,298.667,590
AUT,SAU,Forestry products,40051.25,79772.384
AUT,SAU,Fossil fuels,71.467,6
AUT,SAU,Metals and minerals,18234.691,20617.755
AUT,SAU,Pearls and gemstones,NA,NA
AUT,SEN,Agricultural products,482.588,968.976
AUT,SEN,Forestry products,63.077,162.207
AUT,SRB,Agricultural products,13673.594,10100.033
AUT,SRB,Fertilizers,25315.46,102253.375
AUT,SRB,Forestry products,17854.719,27999.123
AUT,SRB,Fossil fuels,2974.625,4290.264
AUT,SRB,Metals and minerals,29495.086,58834.086
AUT,SRB,Pearls and gemstones,NA,NA
AUT,SYC,Agricultural products,187.234,41.315
AUT,SYC,Metals and minerals,0.012,0.005
AUT,SLE,Metals and minerals,NA,NA
AUT,IND,Agricultural products,5030.498,446.866
AUT,IND,Fertilizers,21.554,39
AUT,IND,Forestry products,4967.445,7961.021
AUT,IND,Fossil fuels,28.882,33.997
AUT,IND,Metals and minerals,177193.585,219301.903
AUT,IND,Pearls and gemstones,11574.308,4.351
AUT,SGP,Agricultural products,4777.545,2018.321
AUT,SGP,Forestry products,972.748,786.236
AUT,SGP,Fossil fuels,128.536,36.516
AUT,SGP,Metals and minerals,16083.142,4537.936
AUT,SGP,Pearls and gemstones,52.474,0.067
AUT,SVK,Agricultural products,79192.312,108686.032
AUT,SVK,Fertilizers,17693.328,71233.623
AUT,SVK,Forestry products,48860.761,99168.754
AUT,SVK,Fossil fuels,221111.155,421721.261
